filename,iou,dice,hausdorff_distance,ones_dice_diff,zeros_dice_diff
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0003_2CH_ED_gt.png,52.3963,68.7632,14401.3887,44.8577,68.7632
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0004_4CH_ES_gt.png,50.3380,66.9665,18885.4453,48.8139,66.9665
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0005_2CH_ES_gt.png,42.3780,59.5289,15885.8428,47.0130,59.5289
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0001_2CH_ED_gt.png,52.0258,68.4434,15641.6104,50.4342,68.4434
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0003_4CH_ES_gt.png,47.0761,64.0159,12440.2568,50.0557,64.0159
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0005_4CH_ES_gt.png,34.7549,51.5824,16164.4668,38.7793,51.5824
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0004_2CH_ES_gt.png,36.4009,53.3734,15282.9971,34.2042,53.3734
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0005_2CH_ED_gt.png,56.9837,72.5983,10225.9473,53.3555,72.5983
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0003_2CH_ES_gt.png,49.5798,66.2921,14725.8271,48.0122,66.2921
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0001_4CH_ES_gt.png,41.7562,58.9127,15420.7656,44.2901,58.9127
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0004_2CH_ED_gt.png,37.7598,54.8197,14552.3193,33.6142,54.8197
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0004_4CH_ED_gt.png,49.9580,66.6294,17304.6230,48.2576,66.6294
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0002_2CH_ES_gt.png,10.7379,19.3934,11269.8711,1.7646,19.3934
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0005_4CH_ED_gt.png,49.8967,66.5747,11783.4629,48.1168,66.5747
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0003_4CH_ED_gt.png,62.5529,76.9631,7810.2495,58.6323,76.9631
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0001_2CH_ES_gt.png,24.6590,39.5623,17105.8477,26.0302,39.5623
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0001_4CH_ED_gt.png,56.0100,71.8031,13437.2617,48.5614,71.8031
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0002_4CH_ED_gt.png,56.7427,72.4023,10700.0000,48.7409,72.4023
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0002_2CH_ED_gt.png,41.8548,59.0107,14325.1523,36.4276,59.0107
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0002_4CH_ES_gt.png,47.7007,64.5910,12872.4521,46.0244,64.5910
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0006_2CH_ED_gt.png,47.6321,64.5281,16900.0000,47.5518,64.5281
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0006_2CH_ES_gt.png,12.3510,21.9865,19602.2969,13.6444,21.9865
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0006_4CH_ED_gt.png,53.8231,69.9805,12912.3975,52.6803,69.9805
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0007_2CH_ES_gt.png,46.3309,63.3235,12952.2197,45.1009,63.3235
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0007_2CH_ED_gt.png,56.7289,72.3911,10651.2910,49.3379,72.3911
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0006_4CH_ES_gt.png,25.4236,40.5404,15800.0000,32.2348,40.5404
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0009_4CH_ES_gt.png,38.2024,55.2847,14513.4414,40.6863,55.2847
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0008_2CH_ES_gt.png,26.2715,41.6111,19907.7891,34.3251,41.6111
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0009_4CH_ED_gt.png,62.4683,76.8991,11022.2500,51.6216,76.8991
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0007_4CH_ED_gt.png,57.4495,72.9752,10532.3311,50.0122,72.9752
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0010_2CH_ED_gt.png,59.3383,74.4809,12788.2764,57.2265,74.4809
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0007_4CH_ES_gt.png,51.2460,67.7651,12445.4814,47.0242,67.7651
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0008_2CH_ED_gt.png,40.5051,57.6564,19198.1758,43.2405,57.6564
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0009_2CH_ED_gt.png,61.6807,76.2994,8856.6357,51.8850,76.2994
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0008_4CH_ED_gt.png,29.5838,45.6598,19321.7500,30.7609,45.6598
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0009_2CH_ES_gt.png,44.2852,61.3857,15100.0000,46.0481,61.3857
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0010_4CH_ED_gt.png,55.7976,71.6283,9019.9775,57.2610,71.6283
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0010_4CH_ES_gt.png,32.0907,48.5889,12317.8730,40.5880,48.5889
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0008_4CH_ES_gt.png,22.2633,36.4186,19370.5957,27.0251,36.4186
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0011_2CH_ED_gt.png,54.8429,70.8368,15337.8613,49.1218,70.8368
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0010_2CH_ES_gt.png,30.1967,46.3863,17414.0742,37.1294,46.3863
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0011_2CH_ES_gt.png,42.2605,59.4129,18956.0020,44.4833,59.4129
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0013_2CH_ES_gt.png,55.3145,71.2290,7712.9761,46.9812,71.2290
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0011_4CH_ED_gt.png,58.3971,73.7351,14621.9014,48.6768,73.7351
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0012_4CH_ED_gt.png,58.0811,73.4827,10408.6504,51.1900,73.4827
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0011_4CH_ES_gt.png,41.9680,59.1231,18073.7383,42.0071,59.1231
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0012_2CH_ED_gt.png,53.4382,69.6544,9079.6475,46.2816,69.6544
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0012_2CH_ES_gt.png,45.9644,62.9803,9500.0000,47.6869,62.9803
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0012_4CH_ES_gt.png,42.4204,59.5707,14623.9531,44.4604,59.5707
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0014_4CH_ES_gt.png,34.5757,51.3848,19200.0000,39.9789,51.3848
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0013_4CH_ES_gt.png,55.4515,71.3425,8276.4727,47.0458,71.3425
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0013_2CH_ED_gt.png,72.4591,84.0305,13434.6572,48.3609,84.0305
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0015_2CH_ED_gt.png,11.7549,21.0369,14400.0000,-1.7208,21.0369
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0013_4CH_ED_gt.png,64.1599,78.1676,5208.6470,42.7585,78.1676
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0014_2CH_ES_gt.png,33.0766,49.7106,14697.2793,38.4052,49.7106
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0015_2CH_ES_gt.png,27.9342,43.6697,14412.8418,31.4096,43.6697
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0015_4CH_ES_gt.png,34.5750,51.3840,12865.8467,37.6723,51.3840
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0014_2CH_ED_gt.png,50.3512,66.9781,14179.5625,50.0952,66.9781
/mnt/Enterprise/manish/models/biomedclip_seg/output_masks/cris/full_train_reduce_lr/sdm_camus/p0/mask_1/patient0015_4CH_ED_gt.png,39.2713,56.3954,11738.8242,35.7588,56.3954
