filename,iou,dice,hausdorff_distance,ones_dice_diff,zeros_dice_diff
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/pt_on_sdm_camus_ft_on_camus_reduce_lr/p5/mask_1/patient0004_2CH_ES_gt.png,94.3275,97.0809,1029.5630,77.9117,97.0809
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/pt_on_sdm_camus_ft_on_camus_reduce_lr/p5/mask_1/patient0001_2CH_ED_gt.png,89.5743,94.5005,1769.1807,76.4912,94.5005
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/pt_on_sdm_camus_ft_on_camus_reduce_lr/p5/mask_1/patient0001_4CH_ED_gt.png,87.5452,93.3590,2300.0000,70.1173,93.3590
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/pt_on_sdm_camus_ft_on_camus_reduce_lr/p5/mask_1/patient0004_4CH_ES_gt.png,85.4951,92.1804,2147.0911,74.0279,92.1804
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/pt_on_sdm_camus_ft_on_camus_reduce_lr/p5/mask_1/patient0004_4CH_ED_gt.png,89.4021,94.4045,1100.0000,76.0328,94.4045
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/pt_on_sdm_camus_ft_on_camus_reduce_lr/p5/mask_1/patient0003_2CH_ES_gt.png,90.7867,95.1709,1236.9318,76.8910,95.1709
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/pt_on_sdm_camus_ft_on_camus_reduce_lr/p5/mask_1/patient0001_2CH_ES_gt.png,83.6719,91.1102,1523.1547,77.5780,91.1102
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/pt_on_sdm_camus_ft_on_camus_reduce_lr/p5/mask_1/patient0003_4CH_ED_gt.png,87.1200,93.1167,1204.1594,74.7858,93.1167
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/pt_on_sdm_camus_ft_on_camus_reduce_lr/p5/mask_1/patient0003_4CH_ES_gt.png,88.1027,93.6751,1118.0339,79.7149,93.6751
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/pt_on_sdm_camus_ft_on_camus_reduce_lr/p5/mask_1/patient0002_2CH_ES_gt.png,76.9172,86.9527,4661.5449,69.3239,86.9527
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/pt_on_sdm_camus_ft_on_camus_reduce_lr/p5/mask_1/patient0005_4CH_ED_gt.png,85.7652,92.3372,2213.5945,73.8793,92.3372
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/pt_on_sdm_camus_ft_on_camus_reduce_lr/p5/mask_1/patient0001_4CH_ES_gt.png,90.5336,95.0317,1131.3708,80.4090,95.0317
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/pt_on_sdm_camus_ft_on_camus_reduce_lr/p5/mask_1/patient0005_4CH_ES_gt.png,80.3730,89.1186,1868.1542,76.3155,89.1186
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/pt_on_sdm_camus_ft_on_camus_reduce_lr/p5/mask_1/patient0005_2CH_ED_gt.png,87.1221,93.1179,1910.4973,73.8751,93.1179
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/pt_on_sdm_camus_ft_on_camus_reduce_lr/p5/mask_1/patient0002_4CH_ED_gt.png,89.9397,94.7034,2158.7031,71.0420,94.7034
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/pt_on_sdm_camus_ft_on_camus_reduce_lr/p5/mask_1/patient0002_4CH_ES_gt.png,89.9070,94.6853,1500.0000,76.1187,94.6853
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/pt_on_sdm_camus_ft_on_camus_reduce_lr/p5/mask_1/patient0002_2CH_ED_gt.png,83.0961,90.7677,3006.6594,68.1846,90.7677
