filename,iou,dice,hausdorff_distance,ones_dice_diff,zeros_dice_diff
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/full_train_reduce_lr/sdm_camus/p3/mask_1/patient0003_4CH_ED_gt.png,89.3665,94.3847,1360.1471,76.0538,94.3847
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/full_train_reduce_lr/sdm_camus/p3/mask_1/patient0005_4CH_ED_gt.png,77.3947,87.2570,2844.2925,68.7991,87.2570
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/full_train_reduce_lr/sdm_camus/p3/mask_1/patient0005_2CH_ES_gt.png,62.0220,76.5600,3195.3091,64.0441,76.5600
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/full_train_reduce_lr/sdm_camus/p3/mask_1/patient0001_2CH_ES_gt.png,92.1014,95.8883,900.0000,82.3562,95.8883
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/full_train_reduce_lr/sdm_camus/p3/mask_1/patient0003_4CH_ES_gt.png,89.2343,94.3109,1220.6555,80.3507,94.3109
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/full_train_reduce_lr/sdm_camus/p3/mask_1/patient0001_2CH_ED_gt.png,89.0109,94.1860,1236.9318,76.1767,94.1860
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/full_train_reduce_lr/sdm_camus/p3/mask_1/patient0003_2CH_ED_gt.png,83.8855,91.2367,4024.9221,67.3312,91.2367
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/full_train_reduce_lr/sdm_camus/p3/mask_1/patient0001_4CH_ES_gt.png,80.3249,89.0891,2912.0439,74.4665,89.0891
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/full_train_reduce_lr/sdm_camus/p3/mask_1/patient0005_2CH_ED_gt.png,81.4825,89.7966,2900.0000,70.5537,89.7966
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/full_train_reduce_lr/sdm_camus/p3/mask_1/patient0003_2CH_ES_gt.png,86.0534,92.5040,2641.9690,74.2241,92.5040
