filename,iou,dice,hausdorff_distance,ones_dice_diff,zeros_dice_diff
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/full_train_reduce_lr/camus/p0/mask_1/patient0001_4CH_ED_gt.png,51.4673,67.9583,13500.0000,44.7166,67.9583
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/full_train_reduce_lr/camus/p0/mask_1/patient0005_4CH_ES_gt.png,35.2739,52.1518,13923.0029,39.3487,52.1518
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/full_train_reduce_lr/camus/p0/mask_1/patient0002_4CH_ES_gt.png,38.6883,55.7917,15318.2891,37.2251,55.7917
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/full_train_reduce_lr/camus/p0/mask_1/patient0001_2CH_ES_gt.png,31.8562,48.3196,17265.2832,34.7875,48.3196
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/full_train_reduce_lr/camus/p0/mask_1/patient0003_4CH_ES_gt.png,45.4393,62.4856,13309.0195,48.5254,62.4856
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/full_train_reduce_lr/camus/p0/mask_1/patient0003_4CH_ED_gt.png,56.4011,72.1237,6029.9258,53.7928,72.1237
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/full_train_reduce_lr/camus/p0/mask_1/patient0004_4CH_ES_gt.png,50.7751,67.3521,16137.2236,49.1995,67.3521
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/full_train_reduce_lr/camus/p0/mask_1/patient0004_2CH_ED_gt.png,48.8739,65.6581,15239.7510,44.4526,65.6581
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/full_train_reduce_lr/camus/p0/mask_1/patient0002_2CH_ES_gt.png,33.5763,50.2728,12928.2637,32.6440,50.2728
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/full_train_reduce_lr/camus/p0/mask_1/patient0001_4CH_ES_gt.png,41.4791,58.6364,16252.0771,44.0138,58.6364
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/full_train_reduce_lr/camus/p0/mask_1/patient0004_4CH_ED_gt.png,48.1702,65.0201,16918.6289,46.6483,65.0201
/home/manish/sedoc/biomedclip/lightning-hydra-starter/asmus_out_masks/clip_seg/full_train_reduce_lr/camus/p0/mask_1/patient0003_2CH_ES_gt.png,39.2556,56.3792,18761.9297,38.0993,56.3792
